student_id,school_id,school_type,gender,marriage_status,physical_disability,district,area_type,wealth_level,age,distance_to_school,library_access,internet_access,attendance_rate,academic_score,class_repetition,education_level,dropout
STU-006012,SCH-018,Public,Female,Single,0,Ramechhap,Rural,Second,12,1.89,1,0,77%,2.8,0,Lower Secondary,0
STU-002268,SCH-057,Private,Male,Single,0,Ramechhap,Urban,Second,10,3.85,0,1,58%,2,0,Lower Secondary,1
STU-009782,SCH-313,Public,Female,Single,0,Sindhupalchok,Rural,Second,9,0.76,0,0,89%,3.2,0,Primary,0
STU-004136,SCH-009,Private,Female,Single,0,Nuwakot,Urban,Middle,8,0.86,1,0,61%,2.4,0,Primary,1
STU-001899,SCH-422,Public,Female,Single,0,Lalitpur,Urban,Fourth,11,2.35,1,0,57%,2.4,0,Lower Secondary,1
STU-008154,SCH-104,Private,Male,Single,0,Chitwan,Urban,Fourth,7,1.01,1,1,76%,3.6,0,Primary,0
STU-000259,SCH-450,Public,Male,Single,0,Sindhupalchok,Rural,Middle,13,3.8,0,1,56%,2.4,0,Upper Secondary,1
STU-002925,SCH-327,Private,Female,Single,0,Ramechhap,Rural,Poorest,8,1.77,0,0,40%,2,0,Primary,1
STU-004944,SCH-176,Public,Male,Single,0,Rasuwa,Rural,Middle,7,0.66,1,0,67%,2.8,0,Primary,1
STU-002823,SCH-324,Private,Female,Single,0,Ramechhap,Rural,Middle,6,1.45,0,1,56%,2.4,0,Primary,1
STU-006530,SCH-269,Public,Female,Single,0,Kathmandu,Urban,Richest,6,1.81,1,1,92%,3.6,0,Primary,0
STU-003526,SCH-349,Public,Male,Single,0,Dolakha,Rural,Fourth,9,1.1,0,0,58%,2,0,Primary,1
STU-005330,SCH-145,Public,Female,Single,0,Chitwan,Rural,Poorest,13,4.73,0,0,63%,3.2,0,Upper Secondary,0
STU-004655,SCH-410,Public,Male,Single,0,Bhaktapur,Rural,Poorest,5,0.29,1,1,60%,2.4,0,Primary,1
STU-006711,SCH-094,Public,Female,Single,0,Nuwakot,Rural,Fourth,11,3.25,1,0,80%,3.2,0,Lower Secondary,0
STU-009325,SCH-337,Public,Male,Single,0,Dhading,Rural,Poorest,11,3.13,1,0,62%,3.2,2,Lower Secondary,0
STU-005417,SCH-420,Public,Male,Single,0,Dolakha,Rural,Poorest,5,1.53,1,0,87%,2.4,0,Primary,0
STU-007564,SCH-109,Public,Male,Single,0,Rasuwa,Rural,Second,7,1.57,1,0,70%,3.2,0,Primary,0
STU-000008,SCH-072,Public,Male,Single,0,Nuwakot,Urban,Richest,8,0.68,1,1,63%,2.8,0,Primary,1
STU-003658,SCH-006,Public,Female,Single,1,Bhaktapur,Urban,Second,10,3.21,0,1,53%,2,2,Lower Secondary,1
STU-009165,SCH-013,Public,Female,Married,1,Nuwakot,Rural,Poorest,16,1.32,0,0,46%,2.4,0,Upper Secondary,0
STU-004875,SCH-127,Public,Male,Single,0,Dhading,Rural,Poorest,10,3.25,1,0,51%,2,1,Lower Secondary,1
STU-008917,SCH-092,Public,Female,Single,0,Rasuwa,Rural,Second,6,1.27,0,0,76%,2.8,1,Primary,0
STU-005547,SCH-415,Public,Female,Single,0,Nuwakot,Rural,Middle,9,0.32,0,0,85%,3.2,0,Primary,0
STU-005298,SCH-366,Private,Male,Single,0,Rasuwa,Rural,Fourth,10,1.41,0,1,70%,3.2,0,Lower Secondary,0
STU-002427,SCH-260,Private,Female,Single,0,Makwanpur,Rural,Richest,8,0.83,0,0,40%,1.6,0,Primary,1
STU-009626,SCH-374,Private,Female,Single,0,Dolakha,Rural,Middle,8,0.18,0,0,76%,2.4,2,Primary,0
STU-001012,SCH-042,Public,Male,Single,0,Kathmandu,Rural,Richest,14,5.55,0,1,67%,2,0,Upper Secondary,1
STU-001578,SCH-248,Public,Male,Single,0,Chitwan,Rural,Second,10,2.37,0,0,46%,2,0,Lower Secondary,1
STU-009074,SCH-435,Private,Male,Single,0,Makwanpur,Urban,Poorest,10,2.82,0,0,50%,3.2,1,Lower Secondary,0
STU-004543,SCH-408,Public,Male,Single,0,Dhading,Rural,Middle,15,2.31,0,0,46%,2.4,0,Upper Secondary,1
STU-009416,SCH-391,Private,Female,Single,0,Chitwan,Urban,Richest,6,1.1,1,1,84%,3.6,0,Primary,0
STU-000782,SCH-346,Public,Female,Single,0,Bhaktapur,Urban,Middle,12,3.92,0,1,60%,2.4,0,Lower Secondary,1
STU-006748,SCH-195,Private,Male,Single,0,Sindhupalchok,Rural,Richest,9,1.81,0,0,72%,3.2,0,Primary,0
STU-001750,SCH-248,Public,Female,Single,0,Dolakha,Rural,Poorest,9,1.96,1,1,48%,2,0,Primary,1
STU-006223,SCH-180,Public,Male,Single,1,Dhading,Rural,Richest,10,2.33,0,1,63%,2.8,0,Lower Secondary,0
STU-007947,SCH-357,Public,Male,Single,0,Dhading,Rural,Fourth,12,1.42,0,0,56%,3.2,0,Lower Secondary,0
STU-002792,SCH-130,Public,Male,Single,0,Ramechhap,Rural,Poorest,10,3.29,0,0,40%,1.6,2,Lower Secondary,1
STU-006520,SCH-034,Public,Male,Single,0,Sindhuli,Rural,Middle,5,1.92,0,0,57%,3.2,2,Primary,0
STU-005775,SCH-091,Public,Female,Single,0,Sindhuli,Rural,Poorest,11,2.35,0,0,73%,3.2,0,Lower Secondary,0
STU-006358,SCH-418,Public,Female,Single,0,Kathmandu,Rural,Poorest,5,0.48,0,0,69%,3.2,0,Primary,0
STU-004980,SCH-129,Public,Female,Single,0,Chitwan,Rural,Second,12,2.26,0,0,42%,2.4,0,Lower Secondary,1
STU-009608,SCH-088,Public,Male,Single,0,Sindhupalchok,Rural,Poorest,9,1.68,0,1,83%,3.2,0,Primary,0
STU-004628,SCH-095,Public,Male,Single,0,Nuwakot,Rural,Middle,12,3.39,0,0,49%,2,1,Lower Secondary,1
STU-008972,SCH-131,Public,Female,Single,0,Makwanpur,Rural,Richest,8,0.51,0,1,80%,2.8,0,Primary,0
STU-005056,SCH-078,Public,Female,Single,0,Ramechhap,Rural,Fourth,13,2.73,0,1,60%,3.2,0,Upper Secondary,0
STU-002609,SCH-369,Public,Female,Single,0,Kathmandu,Rural,Richest,7,0.11,0,1,43%,2.4,0,Primary,1
STU-009021,SCH-120,Public,Female,Single,0,Kathmandu,Urban,Poorest,11,1.24,1,1,90%,3.2,0,Lower Secondary,0
STU-001728,SCH-462,Private,Male,Single,1,Nuwakot,Rural,Middle,11,1.77,0,0,40%,1.6,0,Lower Secondary,1
STU-004667,SCH-251,Public,Female,Married,0,Nuwakot,Rural,Second,18,5.67,0,0,40%,1.6,0,Upper Secondary,1
STU-005414,SCH-259,Public,Male,Single,0,Rasuwa,Rural,Middle,12,2.39,0,0,70%,3.2,0,Lower Secondary,0
STU-004684,SCH-417,Public,Female,Single,0,Dolakha,Urban,Richest,10,0.79,1,1,83%,2.8,0,Lower Secondary,1
STU-003751,SCH-233,Public,Female,Single,0,Chitwan,Rural,Poorest,7,1.32,0,0,43%,1.6,0,Primary,1
STU-008454,SCH-340,Private,Male,Single,0,Bhaktapur,Urban,Second,11,0.94,1,1,68%,3.6,0,Lower Secondary,0
STU-009308,SCH-032,Public,Male,Single,0,Ramechhap,Rural,Second,8,0.93,0,0,68%,2.4,0,Primary,0
STU-006000,SCH-480,Private,Male,Single,0,Dhading,Rural,Richest,9,1.4,0,1,80%,3.6,0,Primary,0
STU-003216,SCH-493,Public,Male,Single,0,Nuwakot,Urban,Second,8,0.49,0,1,56%,2.4,0,Primary,1
STU-007666,SCH-428,Public,Female,Single,0,Sindhupalchok,Rural,Second,9,0.36,0,0,67%,3.2,2,Primary,0
STU-007280,SCH-261,Private,Female,Single,0,Kathmandu,Urban,Fourth,11,3.35,1,1,90%,3.2,0,Lower Secondary,0
STU-006166,SCH-265,Public,Female,Single,0,Dolakha,Rural,Richest,7,0.94,1,0,81%,3.2,0,Primary,0
STU-009827,SCH-203,Public,Male,Single,0,Chitwan,Rural,Second,9,1.27,0,0,75%,2.8,0,Primary,0
STU-005062,SCH-441,Public,Male,Single,0,Kathmandu,Urban,Fourth,5,0.31,0,0,70%,3.2,0,Primary,0
STU-009350,SCH-068,Public,Male,Single,0,Rasuwa,Rural,Middle,11,1.89,0,0,83%,3.2,0,Lower Secondary,0
STU-003670,SCH-208,Public,Female,Single,0,Ramechhap,Rural,Second,7,1.82,0,1,40%,1.6,0,Primary,1
STU-006172,SCH-406,Private,Female,Single,0,Sindhupalchok,Urban,Poorest,17,2.3,1,0,52%,3.2,0,Upper Secondary,0
STU-000573,SCH-227,Public,Male,Single,0,Chitwan,Rural,Second,9,1.26,0,1,40%,1.6,0,Primary,1
STU-004689,SCH-471,Public,Male,Single,0,Sindhupalchok,Rural,Fourth,6,0.84,0,0,47%,2,1,Primary,1
STU-009075,SCH-309,Public,Female,Single,0,Lalitpur,Rural,Fourth,13,4.84,0,0,84%,3.2,1,Upper Secondary,0
STU-003063,SCH-065,Public,Female,Single,0,Dolakha,Rural,Fourth,13,1.46,0,0,41%,1.6,0,Upper Secondary,1
STU-006471,SCH-392,Public,Female,Single,0,Ramechhap,Rural,Middle,6,1.37,0,0,82%,3.2,0,Primary,0
STU-007161,SCH-100,Private,Male,Single,0,Makwanpur,Urban,Richest,9,1.51,1,1,88%,3.6,0,Primary,0
STU-007346,SCH-209,Public,Female,Single,0,Chitwan,Rural,Second,9,0.54,0,0,72%,2.8,0,Primary,0
STU-007901,SCH-188,Private,Male,Single,0,Bhaktapur,Urban,Middle,13,3.05,0,1,90%,3.6,0,Upper Secondary,0
STU-008186,SCH-295,Public,Female,Single,0,Makwanpur,Rural,Middle,7,1.65,0,0,66%,3.6,0,Primary,0
STU-004480,SCH-420,Public,Female,Single,0,Rasuwa,Urban,Fourth,9,1.84,1,1,74%,2.4,0,Primary,1
STU-004949,SCH-024,Private,Female,Single,0,Kathmandu,Urban,Poorest,13,1.63,1,1,54%,2.4,2,Upper Secondary,1
STU-000371,SCH-072,Public,Male,Single,0,Sindhupalchok,Rural,Poorest,7,1.49,0,0,40%,1.6,0,Primary,1
STU-001939,SCH-316,Private,Female,Single,0,Chitwan,Rural,Middle,10,0.96,0,0,48%,1.6,2,Lower Secondary,1
STU-001754,SCH-293,Public,Female,Single,0,Makwanpur,Rural,Fourth,13,5.16,1,1,55%,2.4,0,Upper Secondary,1
STU-003671,SCH-352,Private,Male,Single,0,Sindhupalchok,Rural,Second,7,1.77,0,0,44%,2,1,Primary,1
STU-003653,SCH-169,Public,Male,Single,0,Makwanpur,Rural,Second,7,1.93,0,0,40%,1.6,0,Primary,1
STU-005202,SCH-474,Public,Female,Single,1,Kathmandu,Urban,Middle,5,1.35,0,1,74%,3.2,0,Primary,0
STU-007601,SCH-085,Public,Male,Single,0,Sindhuli,Rural,Richest,13,3.39,1,1,78%,3.2,1,Upper Secondary,0
STU-008927,SCH-184,Public,Male,Single,0,Rasuwa,Rural,Middle,13,1.26,0,0,74%,2.8,0,Upper Secondary,0
STU-009991,SCH-160,Private,Male,Single,0,Makwanpur,Rural,Fourth,8,1.42,0,0,55%,3.2,1,Primary,0
STU-005592,SCH-071,Public,Female,Single,0,Lalitpur,Urban,Poorest,11,0.6,0,1,64%,3.2,0,Lower Secondary,0
STU-001172,SCH-006,Public,Female,Single,0,Makwanpur,Rural,Richest,12,2.7,0,0,54%,2.4,0,Lower Secondary,1
STU-001423,SCH-421,Private,Male,Single,0,Sindhupalchok,Rural,Middle,7,0.19,0,1,45%,2.8,2,Primary,1
STU-006783,SCH-115,Public,Male,Single,0,Bhaktapur,Rural,Fourth,8,1.79,0,1,94%,3.2,0,Primary,0
STU-009648,SCH-414,Public,Male,Single,0,Sindhupalchok,Rural,Second,8,0.56,1,1,75%,3.6,0,Primary,0
STU-000875,SCH-426,Private,Male,Single,0,Sindhupalchok,Rural,Middle,8,1.24,0,1,65%,2.4,0,Primary,1
STU-002644,SCH-083,Public,Male,Single,0,Sindhuli,Urban,Poorest,8,1.29,0,1,59%,1.6,0,Primary,1
STU-000841,SCH-399,Public,Female,Single,0,Chitwan,Rural,Poorest,7,1.65,1,1,48%,2.4,0,Primary,1
STU-000205,SCH-394,Private,Female,Single,0,Ramechhap,Rural,Second,12,2,0,0,40%,1.6,0,Lower Secondary,1
STU-002015,SCH-014,Public,Male,Single,0,Dolakha,Rural,Richest,7,1.05,0,1,59%,2.4,0,Primary,1
STU-003254,SCH-335,Public,Male,Single,0,Bhaktapur,Rural,Second,12,1.72,1,0,46%,2,0,Lower Secondary,1
STU-007541,SCH-072,Public,Female,Single,1,Dhading,Rural,Richest,13,3.81,0,1,72%,3.2,1,Upper Secondary,0
STU-007824,SCH-001,Public,Male,Single,0,Dolakha,Rural,Second,6,1.46,1,0,66%,2.8,0,Primary,0
STU-000163,SCH-300,Private,Female,Single,0,Nuwakot,Rural,Poorest,9,0.21,1,0,58%,2.4,1,Primary,1
STU-004999,SCH-049,Public,Male,Single,0,Bhaktapur,Rural,Fourth,14,2.11,0,1,51%,2.4,1,Upper Secondary,1
STU-009451,SCH-017,Private,Male,Single,0,Rasuwa,Urban,Middle,8,0.51,1,0,86%,3.2,1,Primary,0
STU-007765,SCH-426,Public,Female,Single,0,Makwanpur,Rural,Fourth,9,1.81,1,0,88%,2.8,0,Primary,0
STU-004714,SCH-326,Public,Male,Single,0,Nuwakot,Rural,Fourth,8,1.38,1,0,48%,2.8,0,Primary,1
STU-006869,SCH-156,Public,Female,Single,0,Sindhuli,Rural,Middle,6,1.72,1,0,73%,3.2,0,Primary,0
STU-005784,SCH-395,Private,Male,Single,0,Lalitpur,Urban,Richest,11,2.25,1,1,75%,3.2,0,Lower Secondary,0
STU-009139,SCH-288,Public,Female,Single,0,Ramechhap,Rural,Middle,8,0.21,0,1,77%,3.2,0,Primary,0
STU-007617,SCH-248,Public,Male,Single,0,Ramechhap,Rural,Poorest,11,1.37,0,0,82%,3.2,0,Lower Secondary,0
STU-007956,SCH-412,Public,Female,Single,1,Dolakha,Urban,Second,10,3.17,0,1,84%,3.6,0,Lower Secondary,0
STU-009438,SCH-241,Private,Female,Single,0,Kathmandu,Urban,Middle,9,1.64,1,1,93%,4,2,Primary,0
STU-001862,SCH-286,Private,Male,Single,0,Lalitpur,Urban,Fourth,12,1.03,1,1,67%,2.4,0,Lower Secondary,1
STU-009565,SCH-092,Private,Male,Single,0,Dolakha,Urban,Richest,12,3.49,1,1,81%,3.2,0,Lower Secondary,0
STU-009777,SCH-255,Public,Female,Single,0,Bhaktapur,Urban,Richest,11,3.87,0,1,88%,2.8,0,Lower Secondary,0
STU-008091,SCH-236,Public,Female,Single,0,Bhaktapur,Urban,Second,14,3.19,0,0,72%,3.2,0,Upper Secondary,0
STU-008348,SCH-397,Public,Female,Single,0,Dolakha,Rural,Second,14,2.5,0,1,83%,2.8,1,Upper Secondary,0
STU-004734,SCH-488,Public,Female,Married,1,Rasuwa,Rural,Poorest,17,3.19,0,1,40%,1.6,0,Upper Secondary,1
STU-009007,SCH-475,Public,Female,Single,0,Sindhupalchok,Rural,Fourth,11,2.41,0,0,59%,3.2,0,Lower Secondary,0
STU-008636,SCH-129,Private,Male,Single,0,Kathmandu,Urban,Second,6,0.21,1,0,89%,3.2,1,Primary,0
STU-008347,SCH-250,Public,Female,Single,0,Makwanpur,Rural,Richest,15,1.33,0,0,57%,3.2,0,Upper Secondary,0
STU-009465,SCH-105,Public,Male,Single,0,Sindhuli,Rural,Fourth,12,0.75,0,1,67%,3.2,0,Lower Secondary,0
STU-007061,SCH-383,Public,Female,Single,0,Sindhuli,Rural,Poorest,5,1.5,0,0,69%,3.2,0,Primary,0
STU-008805,SCH-398,Public,Female,Single,0,Kathmandu,Urban,Middle,8,1.79,0,0,77%,2.8,0,Primary,0
STU-004677,SCH-059,Public,Male,Single,0,Sindhuli,Rural,Second,10,3.52,0,1,40%,1.6,2,Lower Secondary,1
STU-001450,SCH-054,Public,Male,Single,0,Sindhupalchok,Urban,Richest,7,1.05,1,1,62%,2.8,0,Primary,1
STU-006901,SCH-114,Public,Male,Single,0,Makwanpur,Rural,Second,12,1.79,0,0,72%,3.2,1,Lower Secondary,0
STU-006398,SCH-336,Public,Female,Single,0,Sindhuli,Urban,Fourth,8,1.85,1,1,90%,3.2,0,Primary,0
STU-001886,SCH-242,Private,Female,Single,0,Lalitpur,Urban,Poorest,12,0.96,0,0,46%,1.6,1,Lower Secondary,1
STU-008668,SCH-082,Public,Male,Single,1,Dolakha,Urban,Fourth,9,1.99,1,1,89%,3.6,0,Primary,0
STU-009290,SCH-272,Public,Male,Single,0,Kathmandu,Rural,Second,9,0.56,0,0,67%,3.2,0,Primary,0
STU-009232,SCH-340,Private,Male,Single,0,Ramechhap,Rural,Richest,10,3.61,0,1,92%,2.8,0,Lower Secondary,0
STU-009185,SCH-388,Public,Female,Single,0,Makwanpur,Rural,Middle,8,1.29,0,0,78%,3.6,0,Primary,0
STU-005167,SCH-275,Public,Male,Single,0,Ramechhap,Rural,Fourth,6,1.85,1,1,90%,3.2,0,Primary,0
STU-001284,SCH-252,Public,Male,Single,0,Makwanpur,Rural,Poorest,12,2.27,0,0,43%,2,0,Lower Secondary,1
STU-002449,SCH-489,Public,Female,Single,0,Sindhupalchok,Rural,Second,8,0.47,0,0,44%,1.6,0,Primary,1
STU-004257,SCH-124,Public,Female,Single,0,Ramechhap,Rural,Second,8,1.42,0,0,40%,1.6,0,Primary,1
STU-008753,SCH-184,Public,Female,Single,1,Sindhuli,Rural,Second,6,1,0,0,71%,2.8,0,Primary,0
STU-000476,SCH-134,Public,Male,Single,0,Lalitpur,Rural,Fourth,10,1.8,1,1,52%,2.8,0,Lower Secondary,1
STU-001170,SCH-142,Public,Male,Single,1,Makwanpur,Rural,Middle,9,1.16,0,0,41%,1.6,0,Primary,1
STU-005470,SCH-047,Public,Female,Single,1,Sindhuli,Rural,Middle,8,0.65,0,0,85%,2.8,0,Primary,0
STU-009384,SCH-061,Public,Male,Single,0,Chitwan,Urban,Fourth,8,0.53,1,1,73%,3.2,0,Primary,0
STU-000432,SCH-377,Public,Female,Single,0,Sindhuli,Rural,Fourth,6,0.79,0,0,53%,2,0,Primary,1
STU-007701,SCH-309,Public,Female,Single,0,Sindhupalchok,Rural,Second,11,2.87,0,0,81%,3.2,0,Lower Secondary,0
STU-000868,SCH-227,Public,Female,Single,0,Dolakha,Rural,Second,6,1.37,0,0,40%,2,0,Primary,1
STU-005094,SCH-435,Public,Male,Single,0,Kathmandu,Urban,Poorest,8,0.72,1,1,82%,3.2,0,Primary,0
STU-005434,SCH-202,Public,Female,Single,0,Sindhuli,Rural,Middle,12,1.48,1,0,79%,3.2,0,Lower Secondary,0
STU-005196,SCH-489,Public,Male,Single,0,Bhaktapur,Rural,Richest,12,0.85,0,1,77%,2.8,0,Lower Secondary,0
STU-009838,SCH-174,Private,Female,Single,0,Sindhuli,Urban,Richest,11,2.6,1,1,79%,3.2,0,Lower Secondary,0
STU-006355,SCH-299,Public,Male,Single,0,Chitwan,Rural,Second,11,0.91,1,0,74%,3.2,1,Lower Secondary,0
STU-009334,SCH-447,Public,Female,Single,0,Bhaktapur,Urban,Fourth,6,0.62,1,1,83%,3.6,0,Primary,0
STU-003391,SCH-359,Private,Female,Single,0,Lalitpur,Rural,Middle,7,1.95,0,1,69%,2.4,0,Primary,1
STU-003889,SCH-375,Private,Female,Single,0,Chitwan,Rural,Richest,5,1.95,0,1,66%,2.8,0,Primary,1
STU-002963,SCH-294,Public,Male,Single,0,Rasuwa,Rural,Fourth,8,1.63,0,0,57%,2,0,Primary,1
STU-004156,SCH-466,Private,Male,Single,0,Lalitpur,Rural,Poorest,9,1.75,0,0,40%,2,0,Primary,1
STU-006303,SCH-288,Public,Female,Single,0,Dolakha,Rural,Poorest,11,3.35,0,0,77%,2.8,0,Lower Secondary,0
STU-002584,SCH-020,Private,Male,Single,0,Sindhupalchok,Rural,Fourth,7,1.98,1,0,58%,2,0,Primary,1
STU-002814,SCH-417,Public,Female,Single,0,Rasuwa,Rural,Poorest,7,0.7,0,0,47%,1.6,0,Primary,1
STU-003960,SCH-125,Public,Male,Single,0,Kathmandu,Rural,Fourth,10,3.81,1,0,47%,2.4,1,Lower Secondary,1
STU-002948,SCH-186,Public,Female,Single,0,Nuwakot,Rural,Richest,12,1.01,0,0,49%,2,1,Lower Secondary,1
STU-005175,SCH-262,Public,Male,Single,0,Dhading,Rural,Poorest,9,0.52,1,0,91%,2.8,0,Primary,0
STU-006842,SCH-411,Public,Male,Single,0,Chitwan,Rural,Richest,7,0.46,0,0,76%,2.8,0,Primary,0
STU-009229,SCH-193,Public,Male,Single,0,Rasuwa,Rural,Second,15,1.93,0,0,73%,3.2,0,Upper Secondary,0
STU-002564,SCH-175,Public,Female,Single,0,Sindhupalchok,Urban,Poorest,9,0.74,1,0,72%,2.4,0,Primary,1
STU-003191,SCH-500,Public,Male,Single,0,Makwanpur,Rural,Second,9,1.94,0,0,61%,2,1,Primary,1
STU-007779,SCH-371,Public,Male,Single,0,Makwanpur,Rural,Poorest,6,1.63,0,0,72%,3.2,0,Primary,0
STU-009712,SCH-297,Public,Female,Single,0,Makwanpur,Urban,Poorest,8,1.18,1,0,80%,3.2,0,Primary,0
STU-007086,SCH-129,Public,Female,Single,0,Dhading,Rural,Second,11,1.69,0,1,86%,2.4,0,Lower Secondary,0
STU-002086,SCH-306,Public,Female,Single,0,Sindhuli,Rural,Richest,7,0.77,0,1,48%,2,0,Primary,1
STU-004967,SCH-466,Public,Female,Single,0,Dolakha,Rural,Second,5,0.8,0,0,47%,2,0,Primary,1
STU-008072,SCH-276,Public,Male,Single,0,Chitwan,Rural,Poorest,12,3.9,0,1,64%,2.8,0,Lower Secondary,0
STU-007322,SCH-419,Public,Male,Single,0,Dhading,Rural,Middle,15,4.22,0,0,71%,3.2,1,Upper Secondary,0
STU-001014,SCH-010,Public,Male,Single,0,Dhading,Urban,Poorest,6,1.07,1,1,64%,2.8,1,Primary,1
STU-006680,SCH-185,Public,Male,Single,0,Sindhuli,Urban,Middle,5,0.14,0,1,80%,3.2,0,Primary,0
STU-001044,SCH-239,Private,Male,Single,0,Dolakha,Urban,Middle,9,1.42,1,0,64%,2.4,0,Primary,1
STU-002180,SCH-059,Public,Male,Single,0,Rasuwa,Rural,Middle,8,1.33,0,0,40%,2,0,Primary,1
STU-001779,SCH-463,Public,Female,Single,0,Rasuwa,Rural,Richest,11,1.23,1,0,62%,2,0,Lower Secondary,1
STU-007787,SCH-118,Public,Male,Single,0,Sindhuli,Rural,Poorest,5,0.56,0,0,56%,2.8,0,Primary,0
STU-002635,SCH-237,Private,Male,Single,0,Ramechhap,Rural,Middle,8,0.21,0,0,58%,2,1,Primary,1
STU-007605,SCH-229,Public,Male,Single,0,Lalitpur,Urban,Second,10,0.7,1,1,75%,3.6,0,Lower Secondary,0
STU-003490,SCH-474,Public,Male,Single,0,Sindhupalchok,Urban,Middle,12,3.33,1,0,55%,2.4,0,Lower Secondary,1
STU-008260,SCH-068,Public,Male,Single,0,Sindhupalchok,Urban,Second,9,1.33,1,1,71%,3.2,0,Primary,0
STU-001038,SCH-243,Public,Female,Single,0,Makwanpur,Urban,Poorest,11,2.73,1,1,59%,2.4,0,Lower Secondary,1
STU-002257,SCH-249,Private,Male,Single,0,Dolakha,Urban,Fourth,7,1.99,1,1,73%,2.8,0,Primary,1
STU-008189,SCH-252,Public,Female,Single,0,Dhading,Urban,Poorest,7,1.28,1,1,82%,3.2,0,Primary,0
STU-002650,SCH-447,Public,Female,Single,0,Lalitpur,Urban,Fourth,9,0.56,1,1,61%,2.4,0,Primary,1
STU-006742,SCH-411,Private,Female,Single,0,Dolakha,Rural,Second,11,1.37,0,0,75%,3.6,0,Lower Secondary,0
STU-002980,SCH-468,Private,Female,Single,0,Rasuwa,Urban,Poorest,10,1.05,0,0,43%,2,0,Lower Secondary,1
STU-005513,SCH-063,Public,Male,Single,0,Nuwakot,Rural,Second,9,0.46,0,1,77%,3.2,0,Primary,0
STU-005133,SCH-216,Private,Female,Single,0,Chitwan,Urban,Second,6,1.29,1,0,78%,2.8,0,Primary,0
STU-002160,SCH-027,Private,Male,Single,0,Makwanpur,Rural,Richest,12,0.55,1,1,64%,2.8,0,Lower Secondary,1
STU-007081,SCH-385,Public,Male,Single,0,Sindhuli,Urban,Second,8,1.38,1,0,83%,2.8,2,Primary,0
STU-009080,SCH-324,Public,Female,Single,0,Kathmandu,Rural,Poorest,10,3.62,0,0,62%,2.8,0,Lower Secondary,0
STU-005851,SCH-404,Public,Male,Single,1,Bhaktapur,Urban,Fourth,13,5.27,1,1,86%,3.2,1,Upper Secondary,0
STU-009866,SCH-154,Public,Male,Single,0,Makwanpur,Rural,Fourth,5,0.59,0,1,96%,3.2,0,Primary,0
STU-006446,SCH-458,Public,Female,Single,0,Makwanpur,Rural,Fourth,16,2.53,1,1,70%,3.6,2,Upper Secondary,0
STU-001429,SCH-090,Public,Male,Single,0,Chitwan,Urban,Second,9,0.96,1,1,49%,2.4,0,Primary,1
STU-004970,SCH-333,Private,Female,Single,0,Rasuwa,Rural,Richest,9,0.95,0,1,63%,2.4,0,Primary,1
STU-000449,SCH-042,Public,Male,Single,0,Dhading,Urban,Fourth,8,0.34,0,1,64%,2.8,0,Primary,1
STU-007704,SCH-061,Public,Male,Single,0,Bhaktapur,Urban,Fourth,6,0.9,1,1,66%,3.6,0,Primary,0
STU-001285,SCH-038,Public,Male,Single,0,Kathmandu,Urban,Middle,8,1.86,1,1,79%,2.8,0,Primary,1
STU-005996,SCH-495,Private,Male,Single,0,Chitwan,Rural,Second,9,0.99,0,1,74%,2.8,0,Primary,0
STU-007900,SCH-290,Public,Male,Single,0,Sindhupalchok,Rural,Middle,9,0.23,0,0,76%,3.6,2,Primary,0
STU-003728,SCH-463,Public,Female,Single,0,Sindhupalchok,Urban,Middle,13,5.1,1,0,60%,2.4,0,Upper Secondary,1
STU-007354,SCH-200,Private,Female,Single,1,Makwanpur,Rural,Second,14,5.79,0,0,66%,2.8,0,Upper Secondary,0
STU-006280,SCH-459,Private,Male,Single,0,Ramechhap,Rural,Middle,10,3.63,0,1,77%,3.2,1,Lower Secondary,0
STU-005231,SCH-086,Public,Male,Single,0,Dolakha,Rural,Second,9,0.26,1,1,73%,3.2,1,Primary,0
STU-008943,SCH-081,Public,Male,Single,0,Nuwakot,Rural,Middle,13,5.34,1,0,82%,2.8,0,Upper Secondary,0
STU-007535,SCH-311,Private,Male,Single,0,Nuwakot,Urban,Richest,5,0.27,1,1,97%,3.2,1,Primary,0
STU-006252,SCH-263,Public,Female,Single,0,Bhaktapur,Urban,Second,10,1.73,1,1,86%,3.2,1,Lower Secondary,0
STU-005927,SCH-045,Public,Male,Single,0,Makwanpur,Rural,Second,15,4.64,1,0,61%,3.2,0,Upper Secondary,0
STU-000703,SCH-403,Public,Female,Single,0,Bhaktapur,Urban,Second,8,0.56,1,0,57%,2,0,Primary,1
STU-002469,SCH-416,Private,Female,Single,0,Nuwakot,Rural,Richest,12,2.74,1,0,67%,2,0,Lower Secondary,1
STU-003755,SCH-234,Public,Female,Single,0,Sindhupalchok,Rural,Middle,5,1.49,0,1,51%,2,0,Primary,1
STU-005164,SCH-206,Public,Male,Single,0,Kathmandu,Urban,Richest,11,1.81,1,1,88%,3.2,0,Lower Secondary,0
STU-001487,SCH-319,Public,Male,Single,0,Dolakha,Rural,Middle,7,1.29,0,1,67%,2.8,0,Primary,1
STU-003538,SCH-450,Private,Male,Single,0,Nuwakot,Urban,Richest,9,1.06,1,1,69%,2.8,0,Primary,1
STU-003869,SCH-447,Private,Female,Single,0,Sindhupalchok,Rural,Poorest,10,0.6,0,1,46%,2,0,Lower Secondary,1
